ID;EigenaarBewoner;KenmerkenVanHuishoudens;Perioden;ParticuliereHuishoudens_1;GemiddeldeHypotheekschuldEigenWoning_2;GemiddeldeWaardeEigenWoning_3;GemiddeldBrutoInkomen_4;GemiddeldBesteedbaarInkomen_5;HypotheekschuldWoningwaarde_6;HypotheekschuldBrutoInkomen_7;HypotheekschuldBesteedbaarInkomen_8;GeenSchuld_9;k_0Tot07_10;k_07Tot08_11;k_08Tot09_12;k_09Tot10_13;k_1OfHoger_14;GeenSchuld_15;k_0Tot2_16;k_2Tot4_17;k_4OfHoger_18;GeenSchuld_19;k_0Tot35_20;k_35Tot7_21;k_7OfHoger_22
1093;A050412;A025354;2019JJ00;782.5;168.9;333.1;114.5;65.9;0.48;1.43;2.46;0;572.8;65.2;52.1;36.1;56.3;0;533.7;193.2;55.5;0;542.2;195.8;44.4
1094;A050412;A025354;2020JJ00;796.2;170.3;355.2;116;67;0.46;1.41;2.42;0;612;64.9;47.3;29.7;42.4;0;548.8;191.5;55.9;0;561.9;190.5;43.8
1095;A050412;A025358;2006JJ00;246.9;81.4;302.9;;;0.21;;;0;230.3;5.1;3.6;2.5;5.4;;;;;;;;
1096;A050412;A025358;2007JJ00;260.4;87.5;320.6;;;0.22;;;0;243.1;5.6;3.8;2.7;5.1;;;;;;;;
1097;A050412;A025358;2008JJ00;274.3;93.6;332.8;;;0.23;;;0;255.6;6.2;4.4;3;5.1;;;;;;;;
1098;A050412;A025358;2009JJ00;287.7;100;329.7;;;0.25;;;0;264.7;7.5;5.2;3.6;6.6;;;;;;;;
1099;A050412;A025358;2010JJ00;307.4;104.6;308.3;;;0.28;;;0;275.3;10.3;7.1;5;9.8;;;;;;;;
1100;A050412;A025358;2011JJ00;331.2;108.3;308.3;51.7;38.9;0.29;1.77;2.24;0;295.1;12;8.3;5.6;10.3;0;185.5;99.2;46.5;0;237.1;73.5;20.6
1101;A050412;A025358;2012JJ00;367.5;113;293.3;53.2;40;0.33;1.82;2.32;0;316.4;16.3;11.3;8;15.5;0;200.4;112.9;54.2;0;258.2;85.5;23.8
1102;A050412;A025358;2013JJ00;399.3;116;262.6;53.7;39.9;0.38;1.86;2.39;0;322.3;21.9;16.1;11.8;27.2;0;214.3;124.8;60.2;0;276;97;26.4
1103;A050412;A025358;2014JJ00;420.8;118.3;260;57;42.5;0.39;1.86;2.38;0;333.8;24.6;18.2;13.4;30.9;0;225.5;133.1;62.2;0;291.8;102.9;26.1
1104;A050412;A025358;2015JJ00;429.9;121.2;264.8;55.1;41;0.4;1.91;2.45;0;340.1;25.7;19;13.9;31.2;0;224.6;138.6;66.7;0;292.6;108.8;28.5
1105;A050412;A025358;2016JJ00;451.4;122.9;272.6;57;42.3;0.39;1.9;2.45;0;360;26.6;19.8;14.6;30.4;0;237.2;147;67.2;0;308.2;115;28.3
1106;A050412;A025358;2017JJ00;468.5;124.4;287;61.8;44.8;0.38;1.87;2.43;0;380.9;27;19.9;14.4;26.2;0;249.4;153.5;65.5;0;322.6;118.8;27.1
1107;A050412;A025358;2018JJ00;484.9;125.9;305.3;60.6;44.5;0.37;1.88;2.45;0;404.8;26.8;19;13.1;21.3;0;257.6;160.4;66.9;0;333.4;123.8;27.8
1108;A050412;A025358;2019JJ00;500.4;128;328;65.9;48.4;0.35;1.82;2.37;0;431.3;25.4;16.8;10.3;16.6;0;273.6;162.8;63.9;0;352.3;122.2;25.9
1109;A050412;A025358;2020JJ00;510;128.3;346.8;66.7;49.2;0.33;1.79;2.33;0;450.5;23.5;14.4;8.3;13.3;0;282.4;164.3;63.2;0;363.2;121.2;25.5
1110;A050412;A042086;2006JJ00;76.2;62.1;305.9;;;0.16;;;0;72.9;1;0.7;0.5;1.1;;;;;;;;
1111;A050412;A042086;2007JJ00;82.2;66.1;323;;;0.16;;;0;78.9;1;0.8;0.5;1;;;;;;;;
1112;A050412;A042086;2008JJ00;88.4;69.7;333.4;;;0.16;;;0;84.9;1.1;0.8;0.5;1;;;;;;;;
1113;A050412;A042086;2009JJ00;92.6;73.8;333;;;0.18;;;0;88.5;1.2;0.9;0.6;1.3;;;;;;;;
1114;A050412;A042086;2010JJ00;100.1;76.7;307.5;;;0.2;;;0;94.5;1.7;1.1;0.8;1.9;;;;;;;;
1115;A050412;A042086;2011JJ00;112.7;78.1;303.9;43;33.5;0.21;1.45;1.79;0;106.5;2.1;1.3;0.9;1.9;0;72.8;27.5;12.4;0;89;18.2;5.5
1116;A050412;A042086;2012JJ00;121.9;80.6;287.6;43.5;34;0.23;1.5;1.84;0;113.6;2.9;1.7;1.2;2.5;0;77;31;13.9;0;95.3;20.6;6
1117;A050412;A042086;2013JJ00;131.1;82.6;256.7;43.9;34;0.26;1.54;1.9;0;118.3;4.2;2.7;1.8;4.1;0;81.5;34.6;15;0;101.4;23.3;6.4
1118;A050412;A042086;2014JJ00;140.3;85.2;254.2;45.7;35.6;0.28;1.56;1.93;0;125.3;4.9;3.2;2.2;4.7;0;86.6;37.8;15.9;0;108.4;25.3;6.5
1119;A050412;A042086;2015JJ00;144.7;89.1;259.6;45.1;35.1;0.29;1.63;2.02;0;128.8;5.4;3.5;2.3;4.7;0;86.5;40.8;17.3;0;109.8;27.8;7.1
1120;A050412;A042086;2016JJ00;157.3;91.2;267.8;46.3;36;0.29;1.65;2.05;0;140.6;5.8;3.8;2.5;4.7;0;93.3;45.4;18.7;0;118.7;31.2;7.4
1121;A050412;A042086;2017JJ00;168.8;93.8;282.6;48.5;37.3;0.28;1.67;2.08;0;152.5;5.7;3.9;2.5;4.2;0;99.1;50.1;19.6;0;126.8;34.3;7.7
1122;A050412;A042086;2018JJ00;179.6;97.1;302.5;48.8;37.8;0.27;1.71;2.13;0;164.3;5.7;3.7;2.2;3.6;0;103.3;55.2;21.1;0;133.8;37.4;8.3
1123;A050412;A042086;2019JJ00;193.9;100.7;326.7;51.6;40.4;0.26;1.73;2.11;0;180.4;5.4;3.3;1.8;3.1;0;111.2;60.3;22.5;0;145.6;39.9;8.5
1124;A050412;A042086;2020JJ00;208.2;103;346.3;51.7;40.6;0.26;1.75;2.13;0;196;5;2.8;1.6;2.8;0;118.3;65.6;24.3;0;155.9;43.1;9.2
1125;A050412;A042087;2006JJ00;9;54.6;320.7;;;0.13;;;0;8.7;0.1;0.1;0.1;0.1;;;;;;;;
1126;A050412;A042087;2007JJ00;10.1;56.5;326.6;;;0.13;;;0;9.7;0.1;0.1;0.1;0.1;;;;;;;;
1127;A050412;A042087;2008JJ00;11.1;60.3;347.7;;;0.13;;;0;10.7;0.1;0.1;0.1;0.1;;;;;;;;
1128;A050412;A042087;2009JJ00;12.2;63.6;345.1;;;0.14;;;0;11.7;0.1;0.1;0.1;0.1;;;;;;;;
1129;A050412;A042087;2010JJ00;13.8;67.1;324.3;;;0.16;;;0;13.1;0.2;0.2;0.1;0.2;;;;;;;;
1130;A050412;A042087;2011JJ00;15.4;66.7;312.3;41.6;32.1;0.17;1.23;1.53;0;14.7;0.2;0.1;0.1;0.2;0;10.8;3.1;1.6;0;12.6;2;0.8
1131;A050412;A042087;2012JJ00;17;68.6;295.8;41.7;32.3;0.18;1.28;1.59;0;16.1;0.3;0.2;0.1;0.3;0;11.6;3.5;1.8;0;13.7;2.3;1
1132;A050412;A042087;2013JJ00;18.7;69.6;263.1;41.9;32.2;0.21;1.31;1.64;0;17.3;0.4;0.3;0.2;0.5;0;12.6;4;2;0;15;2.7;1
1133;A050412;A042087;2014JJ00;20.3;70.9;259.3;43.2;33.4;0.22;1.33;1.65;0;18.7;0.4;0.3;0.2;0.6;0;13.7;4.5;2.1;0;16.5;2.9;0.9
1134;A050412;A042087;2015JJ00;21.3;73.4;263.8;42.7;33.1;0.23;1.38;1.7;0;19.7;0.5;0.3;0.2;0.5;0;14.1;4.9;2.3;0;17.2;3.1;1
1135;A050412;A042087;2016JJ00;24.3;74.8;271.8;43.2;33.5;0.23;1.4;1.74;0;22.6;0.6;0.4;0.2;0.5;0;16.1;5.7;2.6;0;19.5;3.7;1.2
1136;A050412;A042087;2017JJ00;27.3;76.2;287.1;44;34.1;0.22;1.43;1.77;0;25.7;0.6;0.3;0.2;0.5;0;17.8;6.6;2.9;0;21.7;4.2;1.3
1137;A050412;A042087;2018JJ00;30.2;77.2;307.9;44.2;34.4;0.21;1.46;1.8;0;28.8;0.5;0.3;0.2;0.3;0;19.5;7.6;3.2;0;24;4.9;1.3
1138;A050412;A042087;2019JJ00;33.7;79.7;332.8;45.6;36;0.2;1.47;1.79;0;32.4;0.5;0.3;0.2;0.3;0;21.7;8.5;3.5;0;26.9;5.4;1.4
1139;A050412;A042087;2020JJ00;36.9;81.5;351.6;45.7;36.3;0.2;1.5;1.81;0;35.8;0.5;0.2;0.1;0.3;0;23.5;9.6;3.8;0;29.3;6;1.6
1140;A050412;1013400;2006JJ00;2349.1;156;255.9;;;0.63;;;0;1305.9;182.6;185.2;215.6;459.7;;;;;;;;
1141;A050412;1013400;2007JJ00;2383.3;165.6;269.9;;;0.65;;;0;1298.2;196;216.7;257.8;414.6;;;;;;;;
1142;A050412;1013400;2008JJ00;2420.3;174.1;279.3;;;0.67;;;0;1279.7;207.4;234.4;279.5;419.3;;;;;;;;
1143;A050412;1013400;2009JJ00;2434.6;182.3;276.3;;;0.71;;;0;1192.4;203.3;224;261.1;553.8;;;;;;;;
1144;A050412;1013400;2010JJ00;2441.4;186.3;258.4;;;0.79;;;0;1054.1;188.9;200.9;223.7;773.8;;;;;;;;
1145;A050412;1013400;2011JJ00;2384.8;190.3;260.5;89.9;48.5;0.8;2.22;4.02;0;995.7;190.5;206.3;230.7;761.7;0;1040.7;1089.4;254.7;0;989;1133.1;262.7
1146;A050412;1013400;2012JJ00;2407;193.7;248.2;91.8;48.8;0.86;2.21;4.08;0;901.7;180.3;194.8;216.7;913.6;0;1047.2;1113.6;246.2;0;968.2;1175.4;263.4
1147;A050412;1013400;2013JJ00;2401.7;194.3;223.1;94;50;0.97;2.19;4.01;0;758.6;156.4;166.5;181.6;1138.5;0;1059.3;1118.8;223.5;0;983.4;1188.7;229.6
1148;A050412;1013400;2014JJ00;2365;192.3;221.6;96.1;51.6;0.97;2.13;3.87;0;735.1;156.4;168.2;187.8;1117.5;0;1079.5;1096.6;188.9;0;1014.5;1166.5;184.1
1149;A050412;1013400;2015JJ00;2352.8;190.7;226.9;96;52.9;0.93;2.11;3.75;0;760.1;165.9;182.7;209.4;1034.6;0;1085.1;1093.7;173.9;0;1057.5;1137.8;157.5
1150;A050412;1013400;2016JJ00;2371.2;190.6;236.2;98.2;54.9;0.89;2.06;3.59;0;806.9;182.2;208.9;265.4;907.8;0;1135.5;1080.7;155;0;1137;1102.1;132.1
1151;A050412;1013400;2017JJ00;2386.5;191.7;252.7;101.3;56.2;0.84;2;3.53;0;884;216.9;263;348.8;673.8;0;1191.4;1060.3;134.8;0;1179.5;1086.7;120.3
1152;A050412;1013400;2018JJ00;2406.9;194.8;274.6;104.7;57.9;0.78;1.95;3.45;0;1001.4;272.6;341.8;335.3;455.7;0;1247.7;1035.4;123.7;0;1230.1;1063.8;113
1153;A050412;1013400;2019JJ00;2420.4;197.6;300.1;109.6;60.7;0.71;1.88;3.32;0;1179.5;339.4;354;260.7;286.8;0;1331.9;975.4;113.1;0;1318.8;997.2;104.4
1154;A050412;1013400;2020JJ00;2424.2;200.7;323.1;113.7;63.5;0.66;1.83;3.2;0;1343.1;358.8;314;205.7;202.6;0;1387.1;929.8;107.3;0;1397.9;928.9;97.4
1155;A050412;1013601;2006JJ00;304.6;213.7;361.8;;;0.55;;;0;193.9;22.9;21.4;20.5;45.9;;;;;;;;
1156;A050412;1013601;2007JJ00;327.8;228.3;379.4;;;0.57;;;0;203.5;26.4;26.2;24.9;46.8;;;;;;;;
1157;A050412;1013601;2008JJ00;361.2;244.6;397.8;;;0.59;;;0;217.6;31.1;31.6;30;50.8;;;;;;;;
1158;A050412;1013601;2009JJ00;379.9;259.9;396.3;;;0.64;;;0;210.5;33.6;33.7;34;68;;;;;;;;
1159;A050412;1013601;2010JJ00;384.4;270;370.4;;;0.72;;;0;185.2;32.6;32.6;33.6;100.5;;;;;;;;
1160;A050412;1013601;2011JJ00;391.8;275.7;373.7;96.3;63.9;0.75;2.84;4.07;0;180.4;34.1;35.2;36.7;105.3;0;130.9;133.5;127.4;0;165.1;137.7;89
1161;A050412;1013601;2012JJ00;394.6;282.5;356.4;95.6;63.6;0.81;2.96;4.21;0;162.2;32.9;33.8;36.2;129.6;0;124.6;134.3;135.7;0;158.5;141.2;95
1162;A050412;1013601;2013JJ00;394.5;283.7;319.1;94.1;61.6;0.91;3;4.33;0;135.3;28.8;29.9;31.6;168.9;0;120.9;136.6;136.9;0;152;144.2;98.2
1163;A050412;1013601;2014JJ00;400.6;282.1;316.6;108.4;72.8;0.91;2.77;3.94;0;135;29.5;31.2;33.2;171.7;0;136.4;141.4;122.7;0;173.4;144.5;82.7
1164;A050412;1013601;2015JJ00;408.3;278;322.9;97.9;64.2;0.88;2.79;3.99;0;143.8;31.7;34;36.5;162.3;0;134;150.5;123.9;0;172.5;149.5;86.3
1165;A050412;1013601;2016JJ00;419.2;276.7;333.6;105;69.9;0.85;2.61;3.71;0;154.7;35.7;38.4;43;147.4;0;149.4;158.1;111.7;0;194.7;150.6;73.9
1166;A050412;1013601;2017JJ00;420;273.2;351.4;111.1;73.5;0.8;2.47;3.53;0;169.7;41;44.8;49.4;115;0;160.1;161.2;98.7;0;207.5;148.4;64.1
1167;A050412;1013601;2018JJ00;436.2;278.4;382.4;117.4;77.9;0.74;2.38;3.42;0;198.2;49.1;53.7;49.4;85.8;0;174.3;167.9;94;0;224.9;149.8;61.5
1168;A050412;1013601;2019JJ00;447.6;281.7;412.7;136;91.9;0.69;2.25;3.22;0;231.4;58.1;56;41.6;60.5;0;193.3;167.5;86.7;0;247.9;144.9;54.8
1169;A050412;1013601;2020JJ00;432.8;282.4;441.9;131;88.4;0.64;2.27;3.22;0;252.1;58.9;48.7;30.7;42.4;0;185.6;158.3;88.9;0;238.4;138;56.3
1170;A050412;1013602;2006JJ00;206.6;172.6;312.5;;;0.53;;;0;134.3;15.5;14.6;13.9;28.3;;;;;;;;
1171;A050412;1013602;2007JJ00;223.1;184.6;328.2;;;0.55;;;0;141.5;17.8;18;17.1;28.8;;;;;;;;
1172;A050412;1013602;2008JJ00;236.8;193.9;340;;;0.57;;;0;146.4;20.3;20.8;19.8;29.6;;;;;;;;
1173;A050412;1013602;2009JJ00;247.1;205.7;337.7;;;0.62;;;0;140.6;21.6;21.9;22.4;40.5;;;;;;;;
1174;A050412;1013602;2010JJ00;247.8;211.1;312.9;;;0.7;;;0;123.3;21;20.7;21.6;61.2;;;;;;;;
1175;A050412;1013602;2011JJ00;253.1;217.2;315.5;82.2;56.6;0.73;2.77;3.76;0;120.6;21.7;22.6;23.7;64.5;0;87.7;86.5;79;0;116.5;89.1;47.6
1176;A050412;1013602;2012JJ00;256.3;222.2;300.8;80.8;56;0.79;2.9;3.91;0;109.4;21.4;21.8;23.5;80.2;0;83.1;87.4;85.9;0;112.2;92.2;51.9
1177;A050412;1013602;2013JJ00;258;223.3;270.1;80.4;55.4;0.89;2.93;3.99;0;92.8;19;19.6;20.6;105.9;0;81.8;89.3;86.9;0;109.8;95.4;52.8
1178;A050412;1013602;2014JJ00;264.5;222.1;268.9;84.8;58.6;0.89;2.78;3.77;0;93.7;19.7;20.8;22;108.2;0;88.5;95.4;80.6;0;120.2;98;46.3
1179;A050412;1013602;2015JJ00;272.5;216.8;272.6;86.6;60.2;0.86;2.64;3.59;0;100.9;21.4;23;24.5;102.6;0;96.1;101.2;75.2;0;131.9;99;41.6
1180;A050412;1013602;2016JJ00;281.8;215.3;281.6;91.3;63.5;0.83;2.49;3.39;0;109.3;24.4;26.2;29.2;92.8;0;106.8;107;68.1;0;147.2;98.4;36.2
1181;A050412;1013602;2017JJ00;285.9;215.1;299.6;95.6;66;0.78;2.37;3.26;0;121.5;28.4;30.8;34;71.3;0;114.5;110.1;61.3;0;157.2;96.6;32.1
1182;A050412;1013602;2018JJ00;295.9;217;322.9;100.2;68.8;0.72;2.27;3.14;0;140.4;33.9;37;33.5;51.1;0;125.3;114;56.5;0;170.7;95.9;29.2
1183;A050412;1013602;2019JJ00;304.7;219.1;349.4;104.6;71.9;0.67;2.19;3.03;0;164.2;40.4;38.3;27.7;34;0;135.2;115.7;53.8;0;182.8;94.4;27.6
1184;A050412;1013602;2020JJ00;293.2;221.3;375;104.6;72.6;0.62;2.2;3.01;0;177.6;40.4;32.6;19.7;22.8;0;130.2;107.1;55.9;0;175.7;88.2;29.2
1185;A050412;1013603;2006JJ00;94;305;471.2;;;0.58;;;0;57.1;7.1;6.6;6.3;16.9;;;;;;;;
1186;A050412;1013603;2007JJ00;101;326;494;;;0.6;;;0;59.8;8.2;7.9;7.6;17.5;;;;;;;;
1187;A050412;1013603;2008JJ00;118.9;347.4;514.7;;;0.62;;;0;67.8;10.4;10.4;9.8;20.5;;;;;;;;
1188;A050412;1013603;2009JJ00;127;368.1;512.6;;;0.67;;;0;66.4;11.5;11.4;11.1;26.6;;;;;;;;
1189;A050412;1013603;2010JJ00;130.9;383.6;481;;;0.76;;;0;58.9;11.1;11.4;11.5;37.9;;;;;;;;
1190;A050412;1013603;2011JJ00;132.8;389.7;487.3;124.8;78.8;0.78;2.97;4.74;0;57;11.9;12.2;12.4;39.3;0;41.7;45.4;45.7;0;46.7;46.8;39.3
1191;A050412;1013603;2012JJ00;132.4;401.7;466.7;125.9;79.3;0.84;3.03;4.88;0;50.4;11;11.5;12.2;47.4;0;40;45.4;47;0;44.4;47.3;40.7
1192;A050412;1013603;2013JJ00;129.9;406.5;419.3;123;75;0.95;3.1;5.14;0;40.1;9.4;9.8;10.5;60.2;0;37.5;45.5;46.9;0;40.2;46.8;42.8
1193;A050412;1013603;2014JJ00;129.3;408.1;417.4;159.2;103.7;0.96;2.71;4.36;0;38.9;9.3;9.9;10.6;60.5;0;46.2;44.1;39;0;51;44.4;33.9
1194;A050412;1013603;2015JJ00;129.4;409.6;431.8;123.4;73.9;0.93;3.09;5.15;0;40.5;9.8;10.5;11.4;57;0;36.2;47.4;45.7;0;38.6;48.4;42.3
1195;A050412;1013603;2016JJ00;131;412;448.4;136.4;85.1;0.9;2.87;4.65;0;42.8;10.8;11.7;13.2;52.4;0;40.8;49.2;41;0;45.2;50.1;35.6
1196;A050412;1013603;2017JJ00;128.1;405.7;469.9;147.8;91.6;0.85;2.68;4.37;0;45.6;12.2;13.5;14.7;42.1;0;43.7;49.3;35;0;48;49.9;30.2
1197;A050412;1013603;2018JJ00;134.8;415.9;515.3;157.3;99.4;0.78;2.63;4.28;0;55;14.6;16.1;15.3;33.6;0;47.2;52.2;35.4;0;52.1;52.1;30.6
1198;A050412;1013603;2019JJ00;137.6;422.7;555.2;208;137.7;0.73;2.37;3.79;0;64.2;17;17.1;13.4;25.8;0;56.4;50.3;30.9;0;63;48.8;25.7
1199;A050412;1013603;2020JJ00;135;417.4;589.5;190.4;124.2;0.68;2.41;3.83;0;71.5;17.9;15.7;10.6;19.2;0;53.8;49.9;31.2;0;60.7;48.5;25.7
1200;A050412;1013604;2006JJ00;4.1;196.2;334.4;;;0.55;;;0;2.5;0.3;0.3;0.3;0.7;;;;;;;;
1201;A050412;1013604;2007JJ00;3.7;194.5;339.6;;;0.54;;;0;2.3;0.3;0.3;0.3;0.5;;;;;;;;
1202;A050412;1013604;2008JJ00;5.5;206.2;356.6;;;0.57;;;0;3.4;0.4;0.5;0.5;0.7;;;;;;;;
1203;A050412;1013604;2009JJ00;5.8;202.1;344.2;;;0.59;;;0;3.4;0.5;0.5;0.5;0.9;;;;;;;;
1204;A050412;1013604;2010JJ00;5.7;218.9;328.2;;;0.66;;;0;3;0.5;0.4;0.4;1.3;;;;;;;;
1205;A050412;1013604;2011JJ00;5.9;221.7;313.8;61.5;39.3;0.74;3.66;5.24;0;2.8;0.5;0.5;0.5;1.6;0;1.6;1.6;2.7;0;1.9;1.8;2.2
1206;A050412;1013604;2012JJ00;5.9;227.3;298.6;59.4;37.9;0.79;3.82;5.42;0;2.5;0.5;0.5;0.5;1.9;0;1.5;1.5;2.8;0;1.8;1.7;2.3
1207;A050412;1013604;2013JJ00;6.6;228.2;263.8;60.1;37.5;0.9;3.78;5.5;0;2.4;0.4;0.5;0.5;2.8;0;1.7;1.8;3.1;0;2;2;2.6
1208;A050412;1013604;2014JJ00;6.8;224.5;256.8;60.2;38.4;0.92;3.71;5.31;0;2.4;0.5;0.5;0.5;3;0;1.7;1.9;3.2;0;2.1;2.1;2.6
1209;A050412;1013604;2015JJ00;6.5;223.8;264;62.8;40.1;0.89;3.63;5.16;0;2.4;0.4;0.5;0.5;2.7;0;1.7;1.8;3;0;2;2.1;2.3
1210;A050412;1013604;2016JJ00;6.4;213.8;272.2;63.7;41.3;0.83;3.34;4.73;0;2.6;0.5;0.5;0.6;2.2;0;1.8;1.9;2.7;0;2.3;2.1;2
1211;A050412;1013604;2017JJ00;6;214.6;291.2;68.4;43.8;0.77;3.09;4.44;0;2.7;0.5;0.6;0.7;1.6;0;1.9;1.8;2.3;0;2.3;1.9;1.8
1212;A050412;1013604;2018JJ00;5.6;219;324.8;70.7;44.8;0.7;3.05;4.47;0;2.8;0.6;0.6;0.6;1.1;0;1.7;1.7;2.1;0;2.1;1.8;1.7
1213;A050412;1013604;2019JJ00;5.3;218.6;351;73.6;47.2;0.64;2.93;4.29;0;3;0.6;0.5;0.4;0.7;0;1.7;1.6;2;0;2.1;1.7;1.5
1214;A050412;1013604;2020JJ00;4.7;218;375.2;74.9;48.9;0.59;2.85;4.05;0;3;0.5;0.4;0.3;0.4;0;1.6;1.3;1.7;0;2;1.3;1.3
1215;A050412;1013650;2006JJ00;581;86.6;287.7;;;0.25;;;0;520;17;12.9;10.4;20.8;;;;;;;;
1216;A050412;1013650;2007JJ00;597.3;91.1;309.2;;;0.25;;;0;539.2;17.4;13.2;10.3;17.2;;;;;;;;
1217;A050412;1013650;2008JJ00;604.9;96.7;322.7;;;0.25;;;0;547;17.9;13.5;10.3;16.1;;;;;;;;
1218;A050412;1013650;2009JJ00;604;100.3;318.2;;;0.27;;;0;540.2;19.4;14.4;11;19;;;;;;;;
1219;A050412;1013650;2010JJ00;629.6;104.3;295.1;;;0.3;;;0;542.2;24.6;17.9;14.1;30.9;;;;;;;;
1220;A050412;1013650;2011JJ00;727.8;110.9;294.6;50.5;36.4;0.32;1.86;2.48;0;615.5;30.9;23.3;18.2;39.9;0;389.1;215.4;123.3;0;479.7;175.4;72.7
1221;A050412;1013650;2012JJ00;763.9;114.2;279.1;50.6;36.6;0.35;1.92;2.56;0;621.2;37;27.5;22.2;56;0;396.1;230.9;136.9;0;493.4;190.3;80.2
1222;A050412;1013650;2013JJ00;801.8;116.8;249.2;50.8;36.5;0.4;1.97;2.64;0;605.6;44.6;34.8;27.6;89.2;0;406.7;245.9;149.2;0;506.6;207.2;88
1223;A050412;1013650;2014JJ00;821.4;119.5;247.5;55.5;39.9;0.42;1.96;2.61;0;609.9;47.3;37.5;30.1;96.5;0;418;253.8;149.6;0;524;212.2;85.2
1224;A050412;1013650;2015JJ00;801;119.4;251.8;52.3;37.8;0.42;2.01;2.66;0;601.3;46.9;37.1;29.4;86.3;0;398.5;253.6;148.9;0;505.9;212.1;83
1225;A050412;1013650;2016JJ00;817.5;119.7;260.3;54.3;39.1;0.4;1.98;2.63;0;625.8;47.4;37.2;30.3;76.8;0;412.6;261.1;143.8;0;522.8;216.3;78.4
1226;A050412;1013650;2017JJ00;831.5;123.8;278.8;61.1;42.8;0.39;1.94;2.58;0;654;47.6;37.3;30.1;62.5;0;428;267.6;135.8;0;540.6;218.5;72.4
1227;A050412;1013650;2018JJ00;826;121.3;296.1;57.4;41.3;0.36;1.95;2.58;0;676.7;44.9;34.8;25.8;43.7;0;423.4;271.1;131.4;0;539.7;218.1;68.2
1228;A050412;1013650;2019JJ00;837.1;123.5;320.6;62.4;45.5;0.34;1.9;2.48;0;713.1;42.6;30.5;20.3;30.6;0;439;273.2;124.9;0;562.8;212.1;62.2
1229;A050412;1013650;2020JJ00;859.1;123.8;339.7;61.4;45.1;0.33;1.91;2.47;0;751.3;41.2;27;16.2;23.4;0;449.7;280.3;129;0;579.9;215;64.2
1230;A050412;1013700;2006JJ00;571.6;86.6;288.8;;;0.25;;;0;512.8;16.6;12.4;9.9;19.9;;;;;;;;
1231;A050412;1013700;2007JJ00;587.9;91;310.3;;;0.25;;;0;532.3;16.9;12.7;9.8;16.3;;;;;;;;
1232;A050412;1013700;2008JJ00;596;96.6;323.9;;;0.25;;;0;540.6;17.4;13;9.7;15.3;;;;;;;;
1233;A050412;1013700;2009JJ00;596.7;100.2;319.2;;;0.27;;;0;535.2;18.9;13.9;10.5;18.1;;;;;;;;
1234;A050412;1013700;2010JJ00;621.7;104.2;296.1;;;0.3;;;0;537.2;24.1;17.4;13.6;29.3;;;;;;;;
1235;A050412;1013700;2011JJ00;718.2;110.9;296;50.8;36.6;0.32;1.84;2.47;0;609.7;30.3;22.7;17.6;38;0;386.5;213;118.7;0;476.1;172.8;69.3
1236;A050412;1013700;2012JJ00;753;114.2;280.4;51;36.9;0.35;1.91;2.53;0;615.4;36.2;26.8;21.4;53.2;0;393.6;228.3;131.2;0;489.9;187.1;76.1
1237;A050412;1013700;2013JJ00;788.7;116.7;250.6;51.3;36.7;0.4;1.95;2.61;0;599.8;43.7;34;26.7;84.5;0;403.9;242.7;142;0;502.7;203.2;82.7
1238;A050412;1013700;2014JJ00;806.5;119.4;249;56;40.2;0.41;1.94;2.58;0;603.8;46.3;36.5;29.1;90.9;0;415.2;250.1;141.1;0;519.8;207.6;79.1
1239;A050412;1013700;2015JJ00;786.1;119.4;253.5;52.8;38.1;0.41;1.99;2.63;0;594.8;45.8;36;28.3;81.3;0;395.7;249.8;140.6;0;501.6;207.3;77.3
1240;A050412;1013700;2016JJ00;802.7;119.7;262;54.8;39.4;0.4;1.96;2.6;0;618.7;46.2;36.1;29.2;72.4;0;409.7;257.3;135.8;0;518.4;211.3;73
1241;A050412;1013700;2017JJ00;817.7;124;280.5;61.7;43.2;0.38;1.92;2.56;0;646.8;46.4;36.2;28.9;59.5;0;425.2;263.8;128.8;0;536.2;213.7;67.9
1242;A050412;1013700;2018JJ00;813.6;121.4;297.6;57.8;41.6;0.36;1.93;2.56;0;669.3;43.8;33.7;24.9;41.8;0;420.7;267.6;125.3;0;535.5;213.7;64.3
1243;A050412;1013700;2019JJ00;825.4;123.7;322.2;62.9;45.9;0.34;1.89;2.47;0;705.3;41.5;29.6;19.6;29.5;0;436.2;269.7;119.6;0;558.6;207.9;59
1244;A050412;1013700;2020JJ00;843;123.6;341.1;62;45.6;0.32;1.88;2.44;0;740.1;39.6;25.7;15.3;22.3;0;446.4;276.1;120.5;0;574.8;209.5;58.7
1245;A050412;1013750;2006JJ00;38.9;113.5;244;;;0.44;;;0;28.2;2.4;2.2;2.1;4;;;;;;;;
1246;A050412;1013750;2007JJ00;32.7;114.9;261.2;;;0.41;;;0;24.9;2;1.7;1.6;2.4;;;;;;;;
1247;A050412;1013750;2008JJ00;25.8;119.4;275.1;;;0.4;;;0;19.9;1.5;1.3;1.2;1.8;;;;;;;;
1248;A050412;1013750;2009JJ00;19.9;126.9;272.3;;;0.43;;;0;14.7;1.3;1.1;1.1;1.8;;;;;;;;
1249;A050412;1013750;2010JJ00;24.7;144.2;244.2;;;0.6;;;0;14.4;1.9;1.6;1.7;5.1;;;;;;;;
