ID;EigenaarBewoner;KenmerkenVanHuishoudens;Perioden;ParticuliereHuishoudens_1;GemiddeldeHypotheekschuldEigenWoning_2;GemiddeldeWaardeEigenWoning_3;GemiddeldBrutoInkomen_4;GemiddeldBesteedbaarInkomen_5;HypotheekschuldWoningwaarde_6;HypotheekschuldBrutoInkomen_7;HypotheekschuldBesteedbaarInkomen_8;GeenSchuld_9;k_0Tot07_10;k_07Tot08_11;k_08Tot09_12;k_09Tot10_13;k_1OfHoger_14;GeenSchuld_15;k_0Tot2_16;k_2Tot4_17;k_4OfHoger_18;GeenSchuld_19;k_0Tot35_20;k_35Tot7_21;k_7OfHoger_22
1250;A050412;1013750;2011JJ00;31.3;154.9;245.2;45.9;28.9;0.66;3.22;4.98;0;16.7;2.5;2.4;2.5;7.2;0;9.3;9.8;12.1;0;10.6;10.8;9.9
1251;A050412;1013750;2012JJ00;37.2;156.7;229.3;45.8;28.8;0.73;3.31;5.13;0;17.9;2.9;2.7;2.9;10.8;0;10.4;11.9;14.8;0;11.9;13.2;12.1
1252;A050412;1013750;2013JJ00;48.8;157.1;202.7;47;29.7;0.83;3.28;5.06;0;20;3.3;3.4;3.4;18.8;0;13.6;16.2;19.1;0;15.6;18.2;15.1
1253;A050412;1013750;2014JJ00;51.9;154.1;202.6;47.9;30.3;0.81;3.17;4.89;0;21.8;3.7;3.6;3.7;19.1;0;15.1;17.7;19.1;0;17.3;19.7;14.9
1254;A050412;1013750;2015JJ00;45.5;151.9;210.2;48.9;31;0.76;3.06;4.72;0;20.6;3.4;3.4;3.3;14.8;0;13.9;15.6;15.9;0;15.9;17.2;12.3
1255;A050412;1013750;2016JJ00;39.6;149.7;220.4;50.3;31.6;0.72;2.9;4.53;0;19.3;3.2;3.1;3.2;10.8;0;13;13.9;12.7;0;14.6;15.1;9.9
1256;A050412;1013750;2017JJ00;32.5;151.9;239.2;52.4;32.6;0.67;2.81;4.42;0;17.2;2.9;2.8;2.9;6.8;0;10.9;11.9;9.7;0;12.2;12.7;7.6
1257;A050412;1013750;2018JJ00;26;153.4;266.5;54.6;33.8;0.6;2.69;4.28;0;15.4;2.4;2.5;2.2;3.5;0;9.1;9.7;7.2;0;10.2;10.2;5.7
1258;A050412;1013750;2019JJ00;21.8;156;291.2;56;35.2;0.56;2.68;4.2;0;14.2;2.3;2;1.5;1.8;0;7.7;8.3;5.8;0;8.7;8.6;4.5
1259;A050412;1013750;2020JJ00;19.9;163.6;305.9;54.4;34.7;0.57;2.91;4.5;0;13.3;2.4;1.9;1.1;1.2;0;6;8;5.9;0;7;8.5;4.4
1260;A050412;1013800;2006JJ00;85.2;92.4;246.5;;;0.34;;;0;70.3;4;3.1;2.6;5.1;;;;;;;;
1261;A050412;1013800;2007JJ00;78.1;96.8;257;;;0.34;;;0;64.7;3.8;3.1;2.5;3.9;;;;;;;;
1262;A050412;1013800;2008JJ00;72.7;100.8;266.1;;;0.35;;;0;60.2;3.7;2.9;2.4;3.5;;;;;;;;
1263;A050412;1013800;2009JJ00;71.7;106.5;261.8;;;0.38;;;0;57.2;4.1;3.2;2.7;4.5;;;;;;;;
1264;A050412;1013800;2010JJ00;69.7;112;240.5;;;0.44;;;0;51;4.5;3.6;3.1;7.4;;;;;;;;
1265;A050412;1013800;2011JJ00;70.1;120;234.9;45.7;29.8;0.5;2.36;3.56;0;47.6;4.9;4.2;3.8;9.6;0;29.4;24;16.6;0;34.4;23.9;11.8
1266;A050412;1013800;2012JJ00;71.8;126.2;221.7;46.3;30.1;0.57;2.49;3.77;0;44.1;5.4;4.7;4.3;13.3;0;28.3;25.1;18.4;0;33.1;25.4;13.2
1267;A050412;1013800;2013JJ00;73.7;130.5;198.7;47.5;30.7;0.66;2.54;3.87;0;39;5.5;5.1;4.5;19.6;0;28.2;26.2;19.3;0;33;26.8;13.9
1268;A050412;1013800;2014JJ00;72.9;131.7;195.5;48.6;31.5;0.69;2.55;3.89;0;37.2;5.5;5.1;4.7;20.4;0;27.6;26.7;18.6;0;32.3;27.5;13.1
1269;A050412;1013800;2015JJ00;71.4;133.1;199;49.2;31.9;0.69;2.56;3.9;0;36.5;5.5;5.2;4.9;19.4;0;26.6;26.8;18.1;0;31.5;27.4;12.5
1270;A050412;1013800;2016JJ00;71.8;132.9;204.5;50.7;32.8;0.67;2.5;3.83;0;37.6;5.6;5.5;5.3;17.9;0;27.3;27.6;16.9;0;32.3;27.9;11.5
1271;A050412;1013800;2017JJ00;72.3;135;217.9;53.4;34.1;0.64;2.44;3.76;0;39.5;6.2;5.9;5.8;14.9;0;28.4;28.2;15.7;0;33.2;28.4;10.7
1272;A050412;1013800;2018JJ00;72.2;136.1;233.9;54.9;34.8;0.61;2.4;3.72;0;42.4;6.6;6.4;5.7;11.2;0;28.7;28.9;14.6;0;33.4;28.9;9.9
1273;A050412;1013800;2019JJ00;71.6;135.7;252.9;56.9;36.5;0.56;2.32;3.57;0;46.5;7;6.2;4.9;7;0;29.9;28.7;13;0;35;28.2;8.5
1274;A050412;1013800;2020JJ00;72.4;137.4;270.4;58.8;38;0.53;2.29;3.48;0;50.3;7.6;5.9;3.8;4.8;0;30.7;29.2;12.5;0;36.4;28.3;7.8
1275;A050412;1013850;2006JJ00;447.6;83.2;300.7;;;0.22;;;0;414.3;10.2;7.1;5.3;10.7;;;;;;;;
1276;A050412;1013850;2007JJ00;477.2;88.5;322.4;;;0.23;;;0;442.7;11.1;7.8;5.6;9.9;;;;;;;;
1277;A050412;1013850;2008JJ00;497.5;94.8;334.8;;;0.23;;;0;460.4;12.2;8.8;6.1;10;;;;;;;;
1278;A050412;1013850;2009JJ00;505;98.3;329.3;;;0.25;;;0;463.3;13.5;9.7;6.7;11.7;;;;;;;;
1279;A050412;1013850;2010JJ00;527.3;101.3;305.9;;;0.28;;;0;471.8;17.7;12.2;8.8;16.8;;;;;;;;
1280;A050412;1013850;2011JJ00;616.8;107.6;305.5;51.6;37.8;0.29;1.75;2.3;0;545.4;22.9;16.1;11.3;21.2;0;347.7;179.2;89.9;0;431.1;138.1;47.6
1281;A050412;1013850;2012JJ00;644;110.4;289.9;51.8;38.1;0.32;1.8;2.35;0;553.4;27.9;19.4;14.2;29.1;0;354.8;191.3;98;0;444.8;148.4;50.8
1282;A050412;1013850;2013JJ00;666.2;112.2;259.8;52;37.9;0.36;1.83;2.4;0;540.8;34.9;25.6;18.9;46;0;362.1;200.4;103.7;0;454.2;158.2;53.8
1283;A050412;1013850;2014JJ00;681.8;115.5;258.3;57.4;41.9;0.38;1.82;2.36;0;544.8;37.2;27.8;20.7;51.3;0;372.5;205.8;103.4;0;470.1;160.4;51.2
1284;A050412;1013850;2015JJ00;669.3;115.7;262.2;53.5;39.3;0.38;1.88;2.43;0;537.7;36.9;27.4;20.1;47.1;0;355.2;207.5;106.6;0;454.2;162.6;52.4
1285;A050412;1013850;2016JJ00;691.4;116.6;270.3;55.5;40.5;0.37;1.86;2.42;0;561.9;37.4;27.6;20.7;43.8;0;369.4;215.7;106.2;0;471.5;168.3;51.6
1286;A050412;1013850;2017JJ00;712.9;121.6;288.7;62.9;44.6;0.36;1.84;2.4;0;590;37.3;27.5;20.3;37.8;0;385.9;223.7;103.4;0;490.8;172.5;49.5
1287;A050412;1013850;2018JJ00;715.3;118.8;305.2;58.2;42.6;0.34;1.86;2.41;0;611.5;34.9;24.9;17;27.1;0;382.8;229;103.5;0;491.9;174.6;48.8
1288;A050412;1013850;2019JJ00;732;121.6;329.9;63.7;47.1;0.32;1.83;2.34;0;644.6;32.2;21.4;13.1;20.7;0;398.6;232.7;100.7;0;514.9;171;46
1289;A050412;1013850;2020JJ00;750.8;121.2;348.9;62.5;46.6;0.3;1.82;2.32;0;676.5;29.6;18;10.4;16.3;0;409.7;238.9;102.1;0;531.5;172.7;46.6
1290;A050412;1013900;2006JJ00;8.5;81.1;220.6;;;0.31;;;0;6.9;0.4;0.3;0.3;0.7;;;;;;;;
1291;A050412;1013900;2007JJ00;8.3;89;237.4;;;0.33;;;0;6.6;0.4;0.4;0.4;0.6;;;;;;;;
1292;A050412;1013900;2008JJ00;7.7;94.7;244.2;;;0.35;;;0;6;0.4;0.4;0.4;0.5;;;;;;;;
1293;A050412;1013900;2009JJ00;6.3;97.9;232.6;;;0.39;;;0;4.7;0.4;0.4;0.3;0.6;;;;;;;;
1294;A050412;1013900;2010JJ00;6.8;103.1;209.7;;;0.47;;;0;4.6;0.4;0.4;0.4;1.1;;;;;;;;
1295;A050412;1013900;2011JJ00;9.1;105.3;194.5;25.6;19.8;0.54;3.63;4.58;0;5.6;0.6;0.6;0.6;1.7;0;2.6;2.3;4.1;0;3.6;2.6;2.9
1296;A050412;1013900;2012JJ00;10.3;113.5;183.1;25.2;19.6;0.64;4.06;5.08;0;5.6;0.7;0.7;0.7;2.6;0;2.5;2.6;5.2;0;3.6;3.1;3.6
1297;A050412;1013900;2013JJ00;12.6;118.9;162.9;25.4;19.7;0.77;4.33;5.48;0;5.7;0.8;0.8;0.8;4.4;0;2.7;3.1;6.7;0;3.9;3.9;4.8
1298;A050412;1013900;2014JJ00;14.3;123.9;161.6;25.5;19.9;0.82;4.51;5.62;0;6;1;1;1;5.4;0;2.8;3.6;8;0;4.1;4.6;5.6
1299;A050412;1013900;2015JJ00;14.3;119.3;163.6;25.5;20.1;0.78;4.44;5.52;0;6.3;1;1.1;1;4.9;0;2.8;3.7;7.9;0;4.2;4.7;5.4
1300;A050412;1013900;2016JJ00;14.4;115.4;168;25.4;20.1;0.73;4.3;5.31;0;6.9;1.1;1.1;1.1;4.2;0;2.8;3.8;7.7;0;4.4;4.9;5.1
1301;A050412;1013900;2017JJ00;13.5;110.1;177.3;26;20.5;0.66;4.02;5.02;0;7.2;1.1;1.1;1.1;3;0;2.9;3.8;6.8;0;4.4;4.8;4.4
1302;A050412;1013900;2018JJ00;12.1;107.8;190.6;26.4;20.8;0.6;3.92;4.89;0;7.2;1.1;1.1;0.9;1.9;0;2.7;3.5;5.9;0;4.1;4.3;3.7
1303;A050412;1013900;2019JJ00;11.4;105.3;207;27.6;21.8;0.53;3.63;4.53;0;7.6;1.1;0.9;0.7;1;0;2.8;3.5;5.1;0;4.2;4.1;3
1304;A050412;1013900;2020JJ00;15.7;133.7;258.2;27.9;22.3;0.53;4.21;5.13;0;11;1.6;1.3;0.8;1.1;0;3.3;4.2;8.3;0;5;5.5;5.3
1305;A050412;1013950;2006JJ00;3;72.2;162;;;0.41;;;0;2.1;0.2;0.2;0.2;0.4;;;;;;;;
1306;A050412;1013950;2007JJ00;3;73.7;169.7;;;0.4;;;0;2.1;0.2;0.2;0.2;0.3;;;;;;;;
1307;A050412;1013950;2008JJ00;2.8;82.1;181.5;;;0.44;;;0;2;0.2;0.2;0.2;0.2;;;;;;;;
1308;A050412;1013950;2009JJ00;2.2;86.2;175.3;;;0.49;;;0;1.4;0.1;0.2;0.2;0.3;;;;;;;;
1309;A050412;1013950;2010JJ00;2.4;96.3;157.7;;;0.63;;;0;1.3;0.2;0.2;0.2;0.6;;;;;;;;
1310;A050412;1013950;2011JJ00;3.5;114.9;162.1;20.7;16.4;0.77;5.1;6.34;0;1.5;0.3;0.3;0.3;1;0;0.7;0.7;2.1;0;1;0.9;1.6
1311;A050412;1013950;2012JJ00;4.3;125.6;157.3;20.6;16.4;0.86;5.63;6.95;0;1.6;0.3;0.3;0.4;1.6;0;0.6;0.8;2.8;0;1;1.2;2.1
1312;A050412;1013950;2013JJ00;5.7;132.9;143.9;20.8;16.5;1.01;6;7.43;0;1.6;0.4;0.4;0.4;2.9;0;0.7;1.1;3.9;0;1.1;1.6;3
1313;A050412;1013950;2014JJ00;6.7;138;143.6;21.4;17.1;1.02;5.94;7.3;0;1.7;0.4;0.5;0.5;3.5;0;0.7;1.3;4.7;0;1.1;2;3.5
1314;A050412;1013950;2015JJ00;6.3;132;142.9;21;17.1;0.98;5.86;7.13;0;1.7;0.5;0.5;0.6;3.1;0;0.6;1.2;4.5;0;1.1;2;3.2
1315;A050412;1013950;2016JJ00;5.9;127.4;143.8;20.7;17;0.94;5.72;6.94;0;1.7;0.5;0.5;0.6;2.6;0;0.5;1.2;4.1;0;1;2;2.9
1316;A050412;1013950;2017JJ00;5.3;122.3;150.8;21.5;17.6;0.87;5.35;6.53;0;1.8;0.5;0.5;0.7;1.8;0;0.5;1.2;3.6;0;0.9;1.9;2.4
1317;A050412;1013950;2018JJ00;4.5;119.2;160.1;22.2;18.1;0.79;5.12;6.24;0;1.8;0.5;0.6;0.5;1.1;0;0.5;1;2.9;0;0.9;1.7;1.9
1318;A050412;1013950;2019JJ00;3.8;115.3;172.2;22.9;18.8;0.7;4.83;5.84;0;1.9;0.5;0.5;0.4;0.6;0;0.5;1;2.4;0;0.8;1.6;1.4
1319;A050412;1013950;2020JJ00;3.7;117.5;187.4;23.7;19.6;0.65;4.76;5.74;0;2.1;0.5;0.4;0.3;0.4;0;0.5;1;2.3;0;0.8;1.6;1.3
1320;A050412;1014040;2006JJ00;5.6;85.9;252;;;0.29;;;0;4.8;0.2;0.2;0.1;0.3;;;;;;;;
1321;A050412;1014040;2007JJ00;5.3;97.5;275.1;;;0.31;;;0;4.5;0.2;0.2;0.2;0.3;;;;;;;;
1322;A050412;1014040;2008JJ00;4.9;102;280.6;;;0.32;;;0;4.1;0.2;0.2;0.2;0.2;;;;;;;;
1323;A050412;1014040;2009JJ00;4.1;104.1;263.1;;;0.36;;;0;3.3;0.2;0.2;0.2;0.3;;;;;;;;
1324;A050412;1014040;2010JJ00;4.4;106.7;237.7;;;0.41;;;0;3.3;0.2;0.2;0.2;0.5;;;;;;;;
1325;A050412;1014040;2011JJ00;5.6;99.4;214.4;28.6;21.9;0.44;2.99;3.81;0;4.1;0.3;0.3;0.3;0.7;0;1.9;1.6;2.1;0;2.6;1.7;1.3
1326;A050412;1014040;2012JJ00;6;104.8;201.5;28.5;21.8;0.5;3.19;4.07;0;4;0.4;0.3;0.3;1;0;1.9;1.8;2.4;0;2.6;1.9;1.5
1327;A050412;1014040;2013JJ00;6.9;107.4;178.4;29.3;22.2;0.59;3.31;4.27;0;4.1;0.5;0.4;0.4;1.6;0;2;2.1;2.8;0;2.8;2.3;1.8
1328;A050412;1014040;2014JJ00;7.7;111.7;177.2;29.2;22.4;0.62;3.45;4.41;0;4.3;0.6;0.5;0.5;1.9;0;2.1;2.3;3.3;0;3;2.6;2.1
1329;A050412;1014040;2015JJ00;8;109.3;179.9;29.1;22.5;0.61;3.46;4.42;0;4.6;0.6;0.5;0.5;1.8;0;2.2;2.4;3.4;0;3.2;2.7;2.1
1330;A050412;1014040;2016JJ00;8.5;107.1;184.8;28.7;22.3;0.58;3.39;4.31;0;5.1;0.7;0.6;0.5;1.7;0;2.3;2.6;3.6;0;3.4;2.9;2.2
1331;A050412;1014040;2017JJ00;8.3;102.4;194.1;28.9;22.4;0.53;3.24;4.14;0;5.4;0.6;0.5;0.5;1.2;0;2.4;2.7;3.2;0;3.4;2.8;2
1332;A050412;1014040;2018JJ00;7.7;101.1;208.3;28.9;22.4;0.48;3.2;4.06;0;5.4;0.6;0.5;0.4;0.7;0;2.2;2.4;3;0;3.3;2.6;1.8
1333;A050412;1014040;2019JJ00;7.5;100.2;224.8;30;23.3;0.44;3.03;3.89;0;5.7;0.6;0.5;0.3;0.5;0;2.3;2.5;2.7;0;3.4;2.6;1.6
1334;A050412;1014040;2020JJ00;12;138.7;280;29.2;23.2;0.49;3.98;4.9;0;8.9;1.1;0.8;0.5;0.7;0;2.8;3.2;6;0;4.2;3.9;4
1335;A050412;1014050;2006JJ00;0.9;146.8;216.6;;;0.84;;;0;0.3;0.1;0.1;0.1;0.3;;;;;;;;
1336;A050412;1014050;2007JJ00;1.1;155.1;220.9;;;0.84;;;0;0.4;0.1;0.1;0.2;0.3;;;;;;;;
1337;A050412;1014050;2008JJ00;1.2;157.9;239.9;;;0.85;;;0;0.4;0.1;0.1;0.2;0.3;;;;;;;;
1338;A050412;1014050;2009JJ00;1;165.2;245.8;;;0.87;;;0;0.4;0.1;0.1;0.1;0.3;;;;;;;;
1339;A050412;1014050;2010JJ00;1.1;171.5;248.4;;;0.92;;;0;0.4;0.1;0.1;0.1;0.5;;;;;;;;
1340;A050412;1014050;2011JJ00;0.5;170.2;230.4;6.6;5.1;0.87;24.43;28.77;0;0.2;0;0.1;0;0.2;0;0;0;0.5;0;0;0;0.5
1341;A050412;1014050;2012JJ00;0.6;181.8;220.6;5.8;4.1;0.93;22.17;26.82;0;0.2;0.1;0.1;0.1;0.2;0;0;0;0.5;0;0;0.1;0.5
1342;A050412;1014050;2013JJ00;0.6;194.4;206.5;7.7;6;1.03;19.8;23.36;0;0.1;0;0;0.1;0.3;0;0;0;0.5;0;0;0.1;0.4
1343;A050412;1014050;2014JJ00;0.5;195;210.3;8.2;6.2;0.96;20.02;22.94;0;0.2;0;0;0;0.2;0;0;0;0.5;0;0;0.1;0.4
1344;A050412;1014050;2015JJ00;0.5;210.9;244.1;;;0.89;15.12;17.68;0;0.2;0;0;0;0.2;0;0;0;0.4;0;0.1;0.1;0.4
1345;A050412;1014050;2016JJ00;0.4;215.7;294.9;12.5;6.9;0.79;16.81;20.19;0;0.2;0;0;0;0.1;0;0;0;0.3;0;0;0.1;0.3
1346;A050412;1014050;2017JJ00;0.3;238.4;313.4;8.1;5.5;0.74;17.62;22.35;0;0.1;0;0;0;0.1;0;0;0;0.2;0;0;0;0.2
1347;A050412;1014050;2018JJ00;0.3;225.3;342.3;15.7;11.1;0.67;17.39;22.46;0;0.1;0;0;0;0;0;0;0;0.2;0;0;0;0.2
1348;A050412;1014050;2019JJ00;0.3;222.5;415.7;12.9;8.5;0.54;17.58;24.7;0;0.2;0;0;0;0;0;0;0;0.2;0;0;0;0.2
1349;A050412;1014050;2020JJ00;0.3;292.3;495.4;;;0.54;20.19;26.71;0;0.2;0;0;0;0;0;0;0;0.3;0;0;0;0.2
1350;A050412;1020870;2006JJ00;122.2;178.5;270.2;;;0.67;;;0;63.9;9.7;10.2;11.1;27.3;;;;;;;;
1351;A050412;1020870;2007JJ00;114;183;284.5;;;0.64;;;0;62.8;9.2;10.1;11;20.9;;;;;;;;
1352;A050412;1020870;2008JJ00;116.7;193.5;299.5;;;0.65;;;0;63.3;9.7;11;11.7;20.9;;;;;;;;
1353;A050412;1020870;2009JJ00;122.3;211.7;307.1;;;0.69;;;0;61.6;9.7;10.6;12.1;28.2;;;;;;;;
1354;A050412;1020870;2010JJ00;129;213.9;287.9;;;0.75;;;0;59.5;10;9.8;10.6;39.1;;;;;;;;
1355;A050412;1020870;2011JJ00;79.2;233.4;303.1;10.7;3.3;0.79;12.04;18.27;0;33.7;6.2;6.6;7.2;25.4;0;2.8;5.9;70.4;0;4;8.8;66.3
1356;A050412;1020870;2012JJ00;84.4;237.3;286.9;11.4;4.2;0.86;12.32;18.38;0;31.9;6.4;6.7;7.4;32;0;2.6;5.9;75.8;0;3.8;9.1;71.5
1357;A050412;1020870;2013JJ00;81.7;237.5;258.7;11.9;5;0.96;12.51;18.45;0;26.4;5.3;5.5;6.1;38.5;0;2.5;5.6;73.7;0;3.6;8.6;69.5
1358;A050412;1020870;2014JJ00;76.8;225.6;248.4;13.4;6.9;0.96;11.46;16.07;0;24.7;5;5.4;5.8;35.9;0;2.6;5.8;68.4;0;3.9;9.4;63.6
1359;A050412;1020870;2015JJ00;73.2;232.5;263.9;17;5.8;0.91;10.67;15.83;0;25.5;5.1;5.3;5.9;31.4;0;3.1;6.5;63.7;0;3.9;9.5;59.8
1360;A050412;1020870;2016JJ00;65.3;215.4;263.6;14.9;8.1;0.85;10.41;14.21;0;25.1;4.9;5.2;6.1;24;0;2.6;5.9;56.7;0;4;9.5;51.7
1361;A050412;1020870;2017JJ00;59.6;204.4;278.4;15.9;8.7;0.77;9.74;13.36;0;26.3;5;5.5;6.3;16.5;0;2.9;6.2;50.5;0;4.3;9.5;45.9
1362;A050412;1020870;2018JJ00;56.6;206;304.9;17;9.4;0.69;9.21;12.7;0;28.7;5.5;5.9;5.6;10.9;0;3;6.5;47;0;4.6;9.9;42.2
1363;A050412;1020870;2019JJ00;55.3;201.8;327.1;17.5;10.3;0.62;8.89;12.08;0;32;6.1;5.7;4.5;7;0;3.3;6.9;45.1;0;5;10.2;40.1
1364;A050412;1020870;2020JJ00;58.8;208.1;353;20.3;12.1;0.58;8.34;11.41;0;37.4;6.5;5.6;3.8;5.5;0;4;7.7;47.1;0;5.8;11.3;41.7
1365;A050412;1020880;2006JJ00;135.6;121.7;217.7;;;0.58;;;0;81.2;9.9;10.2;11;23.2;;;;;;;;
1366;A050412;1020880;2007JJ00;124.9;123.3;230.1;;;0.55;;;0;77.1;9.1;10.1;10.9;17.7;;;;;;;;
1367;A050412;1020880;2008JJ00;123.8;127.9;239.6;;;0.55;;;0;76.3;9.1;10.1;11.2;17.1;;;;;;;;
1368;A050412;1020880;2009JJ00;132.1;136.6;237.5;;;0.61;;;0;75.3;9.7;10.2;11.9;24.9;;;;;;;;
1369;A050412;1020880;2010JJ00;140.7;138.7;222.2;;;0.66;;;0;74.5;9.7;9.8;10.4;36.3;;;;;;;;
1370;A050412;1020880;2011JJ00;77.1;157.7;231.3;31.4;22.2;0.72;4.34;6.04;0;37.5;6;6.2;6.5;20.9;0;9.4;24.9;42.8;0;15.3;31.4;30.4
1371;A050412;1020880;2012JJ00;78.8;164.1;221.2;31.8;22.3;0.8;4.49;6.26;0;33.6;6.1;6.1;6.7;26.4;0;8.4;24.8;45.6;0;13.7;32;33.1
1372;A050412;1020880;2013JJ00;74.3;167.4;198.9;31.5;22.2;0.91;4.67;6.44;0;26.3;5.1;5.3;5.4;32.1;0;7.3;22;44.9;0;11.9;29.8;32.5
1373;A050412;1020880;2014JJ00;74.3;164.2;195;32.5;23;0.92;4.47;6.16;0;25.5;5.3;5.4;5.7;32.3;0;7.2;24.2;42.8;0;12.2;32.1;30
1374;A050412;1020880;2015JJ00;74.1;163.2;199.8;33.5;23.4;0.89;4.3;5.99;0;26.6;5.3;5.6;6.3;30.3;0;7.7;25.7;40.7;0;12.6;33.2;28.2
1375;A050412;1020880;2016JJ00;71.1;155.4;204.6;33.1;23.7;0.83;4.14;5.68;0;28.4;5.6;6;6.8;24.5;0;8.3;25.5;37.4;0;13.8;32.8;24.6
1376;A050412;1020880;2017JJ00;68.1;150.8;215.3;34.1;24.2;0.76;3.89;5.42;0;30.3;6.1;6.5;7.5;17.7;0;9.2;26.2;32.8;0;14.9;32;21.2
1377;A050412;1020880;2018JJ00;67.3;148.9;233.5;35.1;24.9;0.69;3.68;5.13;0;34.4;6.8;7.6;6.8;11.7;0;10.5;26.9;29.9;0;16.7;31.6;19
1378;A050412;1020880;2019JJ00;68.4;146.7;254.4;35.8;25.7;0.61;3.55;4.89;0;40.7;7.7;7.4;5.4;7.1;0;11.9;27.6;28.8;0;19;31.6;17.7
1379;A050412;1020880;2020JJ00;70.1;149.8;279.3;35.7;26.1;0.55;3.61;4.86;0;47.1;7.9;6.2;4;4.9;0;12.8;26.9;30.4;0;20.5;31.3;18.3
1380;A050412;1020890;2006JJ00;190.4;117.6;217.1;;;0.56;;;0;116.1;13.7;13.7;15.2;31.7;;;;;;;;
1381;A050412;1020890;2007JJ00;191.7;120.8;228.2;;;0.55;;;0;118.2;14;15.2;17;27.3;;;;;;;;
1382;A050412;1020890;2008JJ00;192.7;125.9;235.6;;;0.56;;;0;116.4;14.5;16.3;18.4;27.1;;;;;;;;
1383;A050412;1020890;2009JJ00;203;134.6;231.6;;;0.63;;;0;112.1;15.3;16.4;19.3;39.9;;;;;;;;
1384;A050412;1020890;2010JJ00;203;135.4;217.3;;;0.67;;;0;105;13.9;14.3;15.6;54.1;;;;;;;;
1385;A050412;1020890;2011JJ00;146.6;141.3;223.5;38.7;26.5;0.67;3.26;4.77;0;76.9;10.7;10.9;11.7;36.5;0;33.9;62.5;50.2;0;47.4;66.8;32.5
1386;A050412;1020890;2012JJ00;148.7;146.7;213.8;39.4;26.7;0.74;3.33;4.93;0;70.6;10.6;10.8;11.7;45.1;0;31.3;64;53.4;0;44.2;69.5;35
1387;A050412;1020890;2013JJ00;141.1;149.8;192;39.3;26.8;0.84;3.4;5.02;0;57.3;9.3;9.3;9.7;55.4;0;26.9;61.5;52.7;0;39.1;67.8;34.2
1388;A050412;1020890;2014JJ00;136.1;146.9;189.6;40.1;27.4;0.84;3.3;4.86;0;55.7;8.9;8.9;9.7;52.8;0;27;61.1;47.9;0;39.6;66.9;29.6
1389;A050412;1020890;2015JJ00;129.4;147.5;194.9;40.3;27.7;0.82;3.29;4.8;0;54.4;8.8;9.3;9.8;47.2;0;25.6;58.9;45;0;38;64.4;27
1390;A050412;1020890;2016JJ00;130.3;142;201;40.5;28.3;0.76;3.13;4.53;0;60.1;9.2;9.9;11.2;39.9;0;28.5;60.6;41.2;0;42.7;64.3;23.3
1391;A050412;1020890;2017JJ00;125.1;138.7;212.2;41.5;28.8;0.7;2.99;4.35;0;62.4;10;11.1;12.9;28.8;0;29.8;59.3;36;0;43.8;61.3;20
1392;A050412;1020890;2018JJ00;125.2;135.9;228.3;42.2;29.5;0.63;2.85;4.13;0;70.3;11.3;12.6;12;19;0;33;59.5;32.8;0;48.2;59.2;17.8
1393;A050412;1020890;2019JJ00;126.2;134.3;247.3;43.4;30.6;0.57;2.74;3.92;0;79.3;13.1;12.5;9.6;11.6;0;36.2;59.9;30.1;0;52.9;57.5;15.7
1394;A050412;1020890;2020JJ00;133.1;135.7;268.7;43.5;31.3;0.52;2.72;3.8;0;92.7;14;11.2;7.3;7.9;0;39.8;60.7;32.5;0;58.8;57.5;16.8
1395;A050412;1020900;2006JJ00;253.1;120.3;220;;;0.57;;;0;152.4;18.4;18.5;20.5;43.2;;;;;;;;
1396;A050412;1020900;2007JJ00;259.4;125.8;230.9;;;0.58;;;0;155.1;20;21.4;24.5;38.5;;;;;;;;
1397;A050412;1020900;2008JJ00;270.4;131.9;238.5;;;0.6;;;0;157.5;21.3;23.9;27.7;39.9;;;;;;;;
1398;A050412;1020900;2009JJ00;275.7;140;235.1;;;0.65;;;0;147.7;21.3;23.4;27;56.3;;;;;;;;
1399;A050412;1020900;2010JJ00;267.8;141.6;220.4;;;0.71;;;0;131.8;18.8;19.8;22.1;75.3;;;;;;;;
1400;A050412;1020900;2011JJ00;265.9;139.1;223.5;45.1;29.9;0.67;2.87;4.36;0;138.1;18.7;19.5;21.5;68;0;79.3;122.3;64.2;0;100.4;124;41.5
1401;A050412;1020900;2012JJ00;268;142.2;213.2;45.6;30.1;0.72;2.9;4.42;0;129.9;18.1;18.7;20.3;81;0;76.9;125;66.1;0;98.1;127.4;42.5
1402;A050412;1020900;2013JJ00;264.6;141.9;192.4;45.2;30.2;0.79;2.89;4.36;0;117.6;16.1;16.1;16.9;97.9;0;74.9;125;64.7;0;97.8;126.7;40.1
1403;A050412;1020900;2014JJ00;260.6;138.9;190.9;45.5;30.8;0.78;2.82;4.19;0;118.1;16.1;16.2;16.8;93.4;0;76.1;124.6;59.9;0;101.3;124.7;34.6
1404;A050412;1020900;2015JJ00;253.2;138;195.3;45.3;31;0.75;2.8;4.12;0;118.8;16.1;16.6;17.6;84.1;0;73.7;122.3;57.2;0;100.6;121.2;31.4
1405;A050412;1020900;2016JJ00;254.5;133.8;202.6;45.7;31.8;0.69;2.67;3.87;0;128.8;17.3;17.6;20.2;70.7;0;80.6;121.9;52;0;110.7;117.1;26.7
1406;A050412;1020900;2017JJ00;253.8;131.5;213;46.7;32.3;0.65;2.58;3.76;0;136.5;18.7;20.3;24.6;53.8;0;84.2;122.9;46.7;0;115;115.2;23.7
